date,EUR_PLN,USD_PLN,CZK_PLN,PLN_PLN
2021-06-26,4.5232,3.9781,0.1792,1.0
2021-06-27,4.6012,3.8985,0.1765,1.0
2021-06-28,4.5114,3.953,0.178,1.0
2021-06-29,4.5258,3.7545,0.1803,1.0
2021-06-30,4.6738,3.7432,0.1791,1.0
2021-07-01,4.6347,3.842,0.1804,1.0
2021-07-02,4.4863,3.8928,0.1784,1.0
2021-07-03,4.6091,3.9687,0.1868,1.0
2021-07-04,4.5848,3.8826,0.1796,1.0
2021-07-05,4.5288,3.8838,0.1781,1.0
2021-07-06,4.5601,3.9818,0.176,1.0
2021-07-07,4.6184,3.9817,0.1786,1.0
2021-07-08,4.4227,3.7892,0.1829,1.0
2021-07-09,4.5486,3.7501,0.1775,1.0
2021-07-10,4.6004,3.9047,0.1783,1.0
2021-07-11,4.528,3.8108,0.1762,1.0
2021-07-12,4.6469,3.8178,0.1827,1.0
2021-07-13,4.6413,3.9498,0.1777,1.0
2021-07-14,4.5742,3.8476,0.1763,1.0
2021-07-15,4.5695,3.7321,0.1826,1.0
2021-07-16,4.5221,3.8701,0.1798,1.0
2021-07-17,4.5345,3.9087,0.1776,1.0
2021-07-18,4.6023,3.7154,0.1794,1.0
2021-07-19,4.6663,3.75,0.177,1.0
2021-07-20,4.5808,3.868,0.1801,1.0
2021-07-21,4.5794,3.9135,0.1823,1.0
2021-07-22,4.5746,3.8259,0.181,1.0
2021-07-23,4.664,3.8367,0.1761,1.0
2021-07-24,4.6164,3.838,0.1725,1.0
2021-07-25,4.6008,3.7965,0.1787,1.0
2021-07-26,4.5699,3.869,0.1811,1.0
2021-07-27,4.5239,3.9013,0.1782,1.0
2021-07-28,4.5943,3.9115,0.1762,1.0
2021-07-29,4.6152,3.7964,0.1814,1.0
2021-07-30,4.572,4.0338,0.1783,1.0
2021-07-31,4.529,3.8481,0.1781,1.0
2021-08-01,4.598,3.6884,0.1758,1.0
2021-08-02,4.4859,3.945,0.1841,1.0
2021-08-03,4.5437,3.8331,0.1792,1.0
2021-08-04,4.6197,3.7573,0.1797,1.0
2021-08-05,4.6085,3.9001,0.1796,1.0
2021-08-06,4.6101,3.5797,0.181,1.0
2021-08-07,4.5108,3.6669,0.1805,1.0
2021-08-08,4.6324,3.8363,0.1819,1.0
2021-08-09,4.6467,3.9815,0.1839,1.0
2021-08-10,4.5945,3.8575,0.1742,1.0
2021-08-11,4.5352,3.7657,0.1855,1.0
2021-08-12,4.5394,3.8623,0.1807,1.0
2021-08-13,4.5526,4.0195,0.1771,1.0
2021-08-14,4.5617,3.7758,0.175,1.0
2021-08-15,4.5133,3.8463,0.1777,1.0
2021-08-16,4.5085,3.7094,0.1788,1.0
2021-08-17,4.4597,3.926,0.1792,1.0
2021-08-18,4.4625,3.8191,0.1767,1.0
2021-08-19,4.5692,3.984,0.1734,1.0
2021-08-20,4.5569,3.834,0.181,1.0
2021-08-21,4.5628,3.7748,0.178,1.0
2021-08-22,4.5022,3.9576,0.1791,1.0
2021-08-23,4.6641,3.8439,0.1769,1.0
2021-08-24,4.4592,3.6697,0.1742,1.0
2021-08-25,4.566,3.9009,0.1743,1.0
2021-08-26,4.6037,3.8017,0.1794,1.0
2021-08-27,4.6467,3.9397,0.1782,1.0
2021-08-28,4.4965,3.6348,0.1768,1.0
2021-08-29,4.5373,3.7513,0.1786,1.0
2021-08-30,4.5546,3.8275,0.177,1.0
2021-08-31,4.5601,3.8942,0.1757,1.0
2021-09-01,4.6347,3.8401,0.1791,1.0
2021-09-02,4.5925,3.8733,0.1819,1.0
2021-09-03,4.5672,3.7888,0.1801,1.0
2021-09-04,4.4814,3.8609,0.1789,1.0
2021-09-05,4.5375,3.8371,0.1734,1.0
2021-09-06,4.5171,3.8593,0.1795,1.0
2021-09-07,4.4883,3.9766,0.1764,1.0
2021-09-08,4.6082,3.8927,0.1771,1.0
2021-09-09,4.6565,3.7306,0.1818,1.0
2021-09-10,4.61,3.7829,0.1832,1.0
2021-09-11,4.535,3.8789,0.1798,1.0
2021-09-12,4.5419,3.9311,0.1814,1.0
2021-09-13,4.4451,3.9804,0.174,1.0
2021-09-14,4.612,3.9627,0.1757,1.0
2021-09-15,4.5254,3.7394,0.1784,1.0
2021-09-16,4.5315,3.928,0.1829,1.0
2021-09-17,4.6337,3.7938,0.1784,1.0
2021-09-18,4.449,3.7694,0.1819,1.0
2021-09-19,4.6469,3.7266,0.1772,1.0
2021-09-20,4.5484,3.878,0.1766,1.0
2021-09-21,4.5754,3.8026,0.179,1.0
2021-09-22,4.5828,3.8506,0.1777,1.0
2021-09-23,4.5434,3.8412,0.1779,1.0
2021-09-24,4.5345,4.0099,0.1807,1.0
2021-09-25,4.5323,3.9197,0.178,1.0
2021-09-26,4.6204,3.887,0.1787,1.0
2021-09-27,4.5769,3.6929,0.1756,1.0
2021-09-28,4.4784,3.8643,0.1842,1.0
2021-09-29,4.6839,3.9138,0.1805,1.0
2021-09-30,4.4419,3.7957,0.1766,1.0
2021-10-01,4.5127,3.8332,0.1776,1.0
2021-10-02,4.4312,3.9248,0.1758,1.0
2021-10-03,4.5644,4.0574,0.1762,1.0
2021-10-04,4.3982,3.8214,0.1823,1.0
2021-10-05,4.6675,3.727,0.1805,1.0
2021-10-06,4.5221,3.8394,0.1869,1.0
2021-10-07,4.4598,3.8754,0.1804,1.0
2021-10-08,4.6151,3.8598,0.1799,1.0
2021-10-09,4.5265,3.8769,0.178,1.0
2021-10-10,4.5873,3.813,0.1801,1.0
2021-10-11,4.5482,3.9626,0.1788,1.0
2021-10-12,4.4436,3.9762,0.1763,1.0
2021-10-13,4.5108,3.7904,0.1831,1.0
2021-10-14,4.4219,4.1638,0.1822,1.0
2021-10-15,4.5634,3.8445,0.1799,1.0
2021-10-16,4.5813,3.9145,0.1807,1.0
2021-10-17,4.5554,3.8303,0.1785,1.0
2021-10-18,4.5383,3.9634,0.1808,1.0
2021-10-19,4.3736,3.9156,0.1796,1.0
2021-10-20,4.5489,3.8111,0.1824,1.0
2021-10-21,4.6069,3.7727,0.1802,1.0
2021-10-22,4.4917,3.712,0.1771,1.0
2021-10-23,4.6017,3.9453,0.1805,1.0
2021-10-24,4.5935,3.9016,0.1771,1.0
2021-10-25,4.5759,3.93,0.1813,1.0
2021-10-26,4.6213,3.9208,0.1801,1.0
2021-10-27,4.6142,3.8473,0.1764,1.0
2021-10-28,4.5402,3.7755,0.177,1.0
2021-10-29,4.5413,3.7708,0.1781,1.0
2021-10-30,4.4364,3.8713,0.179,1.0
2021-10-31,4.501,3.9159,0.1818,1.0
2021-11-01,4.4535,3.7737,0.1767,1.0
2021-11-02,4.4936,3.9329,0.1784,1.0
2021-11-03,4.5341,3.6496,0.1809,1.0
2021-11-04,4.4756,3.856,0.1798,1.0
2021-11-05,4.6316,3.7191,0.1699,1.0
2021-11-06,4.561,4.0301,0.1827,1.0
2021-11-07,4.5626,3.8008,0.1814,1.0
2021-11-08,4.4916,3.8976,0.1805,1.0
2021-11-09,4.6136,4.126,0.1802,1.0
2021-11-10,4.5195,3.8474,0.1737,1.0
2021-11-11,4.5083,3.8091,0.1774,1.0
2021-11-12,4.5591,3.7678,0.1824,1.0
2021-11-13,4.55,3.8491,0.178,1.0
2021-11-14,4.5593,3.9325,0.1764,1.0
2021-11-15,4.5105,3.8196,0.175,1.0
2021-11-16,4.5008,3.8024,0.1816,1.0
2021-11-17,4.5658,3.8694,0.1816,1.0
2021-11-18,4.5418,3.889,0.1787,1.0
2021-11-19,4.5659,3.7917,0.1717,1.0
2021-11-20,4.5419,3.9923,0.1818,1.0
2021-11-21,4.6079,3.9736,0.1793,1.0
2021-11-22,4.5618,3.7882,0.1781,1.0
2021-11-23,4.5869,3.9704,0.1786,1.0
2021-11-24,4.523,3.8501,0.1808,1.0
2021-11-25,4.4634,3.6204,0.1773,1.0
2021-11-26,4.4768,3.7992,0.1786,1.0
2021-11-27,4.5228,3.9952,0.18,1.0
2021-11-28,4.568,3.9122,0.1756,1.0
2021-11-29,4.6123,3.8424,0.181,1.0
2021-11-30,4.4857,3.6946,0.1815,1.0
2021-12-01,4.5726,3.7598,0.1764,1.0
2021-12-02,4.6175,3.7311,0.1839,1.0
2021-12-03,4.496,3.9138,0.178,1.0
2021-12-04,4.5862,3.7956,0.1785,1.0
2021-12-05,4.5525,3.7498,0.1812,1.0
2021-12-06,4.5192,3.8271,0.176,1.0
2021-12-07,4.3963,3.8309,0.1862,1.0
2021-12-08,4.5971,3.8481,0.1782,1.0
2021-12-09,4.5513,3.9047,0.1755,1.0
2021-12-10,4.6169,3.9215,0.1812,1.0
2021-12-11,4.5763,3.852,0.181,1.0
2021-12-12,4.5855,3.8146,0.1773,1.0
2021-12-13,4.5561,4.0049,0.1753,1.0
2021-12-14,4.4619,3.8665,0.1792,1.0
2021-12-15,4.5604,3.8744,0.1783,1.0
2021-12-16,4.6394,3.6899,0.1765,1.0
2021-12-17,4.5438,3.6857,0.1785,1.0
2021-12-18,4.6497,3.8521,0.1797,1.0
2021-12-19,4.4744,3.7884,0.1779,1.0
2021-12-20,4.5309,3.9782,0.1807,1.0
2021-12-21,4.4833,3.8747,0.1805,1.0
2021-12-22,4.6184,4.0081,0.176,1.0
2021-12-23,4.5013,3.7242,0.1783,1.0
2021-12-24,4.578,3.9487,0.1788,1.0
2021-12-25,4.5308,3.8652,0.1765,1.0
2021-12-26,4.6754,3.6892,0.1796,1.0
2021-12-27,4.6714,3.8507,0.1784,1.0
2021-12-28,4.5286,3.832,0.1831,1.0
2021-12-29,4.4173,4.0033,0.1747,1.0
2021-12-30,4.534,3.8071,0.1808,1.0
2021-12-31,4.4541,3.8962,0.1851,1.0
2022-01-01,4.5573,4.3766,0.1817,1.0
2022-01-02,4.7183,4.3527,0.1818,1.0
2022-01-03,4.7239,4.6026,0.184,1.0
2022-01-04,4.7448,4.1689,0.1802,1.0
2022-01-05,4.7225,4.5578,0.1868,1.0
2022-01-06,4.6518,4.3499,0.1787,1.0
2022-01-07,4.7344,4.4735,0.1827,1.0
2022-01-08,4.6377,4.3872,0.1828,1.0
2022-01-09,4.674,4.644,0.1838,1.0
2022-01-10,4.6477,4.2593,0.1887,1.0
2022-01-11,4.6637,4.2591,0.1916,1.0
2022-01-12,4.8078,4.2659,0.1757,1.0
2022-01-13,4.7707,4.2542,0.189,1.0
2022-01-14,4.5027,4.475,0.1789,1.0
2022-01-15,4.7458,4.352,0.1802,1.0
2022-01-16,4.6434,4.4461,0.1855,1.0
2022-01-17,4.7326,4.6267,0.1772,1.0
2022-01-18,4.8255,4.3646,0.1805,1.0
2022-01-19,4.5603,4.3235,0.1896,1.0
2022-01-20,4.6685,4.5616,0.1777,1.0
2022-01-21,4.6789,4.1747,0.1868,1.0
2022-01-22,4.7598,4.2911,0.172,1.0
2022-01-23,4.6979,4.4111,0.187,1.0
2022-01-24,4.7912,4.2001,0.1884,1.0
2022-01-25,4.7873,4.101,0.1866,1.0
2022-01-26,4.6346,4.3386,0.1867,1.0
2022-01-27,4.6361,4.2554,0.1852,1.0
2022-01-28,4.5821,4.198,0.1884,1.0
2022-01-29,4.5766,4.4433,0.1873,1.0
2022-01-30,4.5247,4.2551,0.191,1.0
2022-01-31,4.5917,4.285,0.1873,1.0
2022-02-01,4.7505,4.3148,0.182,1.0
2022-02-02,4.808,4.5934,0.1899,1.0
2022-02-03,4.6877,4.2368,0.1808,1.0
2022-02-04,4.727,4.4086,0.192,1.0
2022-02-05,4.7385,4.1396,0.1903,1.0
2022-02-06,4.5902,4.2962,0.1863,1.0
2022-02-07,4.8596,4.7854,0.188,1.0
2022-02-08,4.6635,4.4248,0.1894,1.0
2022-02-09,4.6511,4.6013,0.1862,1.0
2022-02-10,4.7248,4.4432,0.1871,1.0
2022-02-11,4.7555,4.2636,0.1822,1.0
2022-02-12,4.581,4.4115,0.1889,1.0
2022-02-13,4.7212,4.5844,0.185,1.0
2022-02-14,4.7402,4.1972,0.1831,1.0
2022-02-15,4.7426,4.4689,0.1835,1.0
2022-02-16,4.6736,4.1375,0.1832,1.0
2022-02-17,4.7601,4.4305,0.1875,1.0
2022-02-18,4.6845,4.351,0.1817,1.0
2022-02-19,4.7429,4.4089,0.1875,1.0
2022-02-20,4.6327,4.0485,0.1905,1.0
2022-02-21,4.6369,4.2292,0.1885,1.0
2022-02-22,4.6447,4.4984,0.1881,1.0
2022-02-23,4.7415,4.1588,0.1911,1.0
2022-02-24,4.7035,4.2983,0.1857,1.0
2022-02-25,4.5201,4.4072,0.1799,1.0
2022-02-26,4.5583,4.1369,0.1906,1.0
2022-02-27,4.6234,4.5647,0.1823,1.0
2022-02-28,4.5263,4.1937,0.1912,1.0
2022-03-01,4.666,4.2732,0.1858,1.0
2022-03-02,4.7252,4.5064,0.1922,1.0
2022-03-03,4.6476,4.1644,0.1829,1.0
2022-03-04,4.7034,4.2151,0.1802,1.0
2022-03-05,4.7109,4.3432,0.1852,1.0
2022-03-06,4.6117,4.3177,0.1804,1.0
2022-03-07,4.7601,4.4949,0.1758,1.0
2022-03-08,4.5963,4.1405,0.1817,1.0
2022-03-09,4.6725,4.147,0.1804,1.0
2022-03-10,4.5896,4.379,0.1853,1.0
2022-03-11,4.615,4.3748,0.1823,1.0
2022-03-12,4.6556,4.5843,0.1917,1.0
2022-03-13,4.563,4.4662,0.1891,1.0
2022-03-14,4.5767,4.4646,0.1927,1.0
2022-03-15,4.579,4.2215,0.1901,1.0
2022-03-16,4.7044,4.4272,0.1867,1.0
2022-03-17,4.7152,4.1643,0.1902,1.0
2022-03-18,4.7853,4.3179,0.1848,1.0
2022-03-19,4.5422,4.422,0.1879,1.0
2022-03-20,4.6744,4.5074,0.1833,1.0
2022-03-21,4.7308,4.2072,0.1849,1.0
2022-03-22,4.6643,4.3815,0.1832,1.0
2022-03-23,4.6682,4.4656,0.1828,1.0
2022-03-24,4.5354,4.5949,0.1919,1.0
2022-03-25,4.5637,4.4466,0.1825,1.0
2022-03-26,4.7037,4.3912,0.1838,1.0
2022-03-27,4.6095,4.2533,0.1804,1.0
2022-03-28,4.6051,4.3406,0.1814,1.0
2022-03-29,4.7414,4.5582,0.1821,1.0
2022-03-30,4.7015,4.42,0.1874,1.0
2022-03-31,4.6868,4.454,0.1874,1.0
2022-04-01,4.5686,4.4717,0.1894,1.0
2022-04-02,4.6113,4.3553,0.1884,1.0
2022-04-03,4.6612,4.5002,0.1968,1.0
2022-04-04,4.6093,4.1567,0.1865,1.0
2022-04-05,4.7449,4.3177,0.1923,1.0
2022-04-06,4.5595,4.447,0.182,1.0
2022-04-07,4.8347,4.629,0.1812,1.0
2022-04-08,4.6305,4.4703,0.1831,1.0
2022-04-09,4.6759,4.3536,0.1754,1.0
2022-04-10,4.6788,4.2534,0.1825,1.0
2022-04-11,4.8099,4.1741,0.1891,1.0
2022-04-12,4.6549,4.3108,0.189,1.0
2022-04-13,4.7106,4.4299,0.1898,1.0
2022-04-14,4.6502,4.2643,0.1796,1.0
2022-04-15,4.6057,4.7629,0.1912,1.0
2022-04-16,4.5584,4.1649,0.1874,1.0
2022-04-17,4.7293,4.4268,0.1837,1.0
2022-04-18,4.6687,4.3959,0.1854,1.0
2022-04-19,4.4803,4.3178,0.1807,1.0
2022-04-20,4.6958,4.7679,0.1868,1.0
2022-04-21,4.6518,4.4791,0.1874,1.0
2022-04-22,4.7178,4.435,0.1953,1.0
2022-04-23,4.5782,4.4163,0.1804,1.0
2022-04-24,4.73,4.2214,0.1829,1.0
2022-04-25,4.6534,4.4866,0.1896,1.0
2022-04-26,4.5679,4.3577,0.1815,1.0
2022-04-27,4.5667,4.3196,0.1835,1.0
2022-04-28,4.8984,4.4106,0.1781,1.0
2022-04-29,4.6292,4.493,0.1954,1.0
2022-04-30,4.5373,4.0868,0.1944,1.0
2022-05-01,4.7151,4.2284,0.1877,1.0
2022-05-02,4.4428,4.3505,0.1866,1.0
2022-05-03,4.7632,4.2081,0.1854,1.0
2022-05-04,4.5967,4.3858,0.1805,1.0
2022-05-05,4.6433,4.2106,0.1883,1.0
2022-05-06,4.7573,4.3172,0.1852,1.0
2022-05-07,4.5496,4.308,0.1847,1.0
2022-05-08,4.9159,4.1943,0.1923,1.0
2022-05-09,4.7697,4.3893,0.1938,1.0
2022-05-10,4.7135,4.4045,0.1847,1.0
2022-05-11,4.7901,4.5035,0.1819,1.0
2022-05-12,4.5613,4.3216,0.181,1.0
2022-05-13,4.6743,4.5232,0.1827,1.0
2022-05-14,4.6761,4.3581,0.1892,1.0
2022-05-15,4.4778,4.2651,0.1861,1.0
2022-05-16,4.788,4.2811,0.1756,1.0
2022-05-17,4.7358,4.261,0.1791,1.0
2022-05-18,4.6238,4.3242,0.182,1.0
2022-05-19,4.4815,4.4756,0.1914,1.0
2022-05-20,4.7386,4.1907,0.184,1.0
2022-05-21,4.6794,4.4338,0.1883,1.0
2022-05-22,4.6139,4.3615,0.1873,1.0
2022-05-23,4.811,4.4486,0.1889,1.0
2022-05-24,4.6875,4.5475,0.187,1.0
2022-05-25,4.6025,4.5465,0.1885,1.0
2022-05-26,4.6401,4.2829,0.1865,1.0
2022-05-27,4.7217,4.3776,0.1866,1.0
2022-05-28,4.833,4.5,0.186,1.0
2022-05-29,4.7647,4.2054,0.187,1.0
2022-05-30,4.8428,4.3195,0.1808,1.0
2022-05-31,4.6213,4.1975,0.1811,1.0
2022-06-01,4.6467,4.1532,0.1851,1.0
2022-06-02,4.7612,4.2229,0.1926,1.0
2022-06-03,4.726,4.4943,0.1817,1.0
2022-06-04,4.7569,4.1971,0.1895,1.0
2022-06-05,4.6955,4.4275,0.1791,1.0
2022-06-06,4.5994,4.4336,0.1803,1.0
2022-06-07,4.7217,4.1586,0.1892,1.0
2022-06-08,4.5691,4.4273,0.1881,1.0
2022-06-09,4.6173,4.4315,0.1863,1.0
2022-06-10,4.6315,4.2088,0.1752,1.0
2022-06-11,4.7115,4.1309,0.1855,1.0
2022-06-12,4.6563,4.4451,0.1835,1.0
2022-06-13,4.6503,4.4525,0.1867,1.0
2022-06-14,4.7085,4.4157,0.1773,1.0
2022-06-15,4.7481,4.4357,0.1799,1.0
2022-06-16,4.658,4.3445,0.1843,1.0
2022-06-17,4.71,4.5504,0.1904,1.0
2022-06-18,4.5619,4.4371,0.1916,1.0
2022-06-19,4.7148,4.5027,0.1951,1.0
2022-06-20,4.7721,4.3849,0.1902,1.0
2022-06-21,4.693,4.3533,0.1832,1.0
2022-06-22,4.8207,4.2354,0.1927,1.0
2022-06-23,4.725,4.1541,0.1868,1.0
2022-06-24,4.491,4.4376,0.1894,1.0
2022-06-25,4.6267,4.3673,0.1948,1.0
2022-06-26,4.6345,4.2018,0.1924,1.0
2022-06-27,4.8566,4.3505,0.1901,1.0
2022-06-28,4.8007,4.2461,0.1826,1.0
2022-06-29,4.7908,4.5859,0.1878,1.0
2022-06-30,4.6008,4.6282,0.1823,1.0
2022-07-01,4.6498,4.3979,0.1928,1.0
2022-07-02,4.7569,4.4081,0.1873,1.0
2022-07-03,4.6839,4.4281,0.1724,1.0
2022-07-04,4.6533,4.3838,0.1792,1.0
2022-07-05,4.7148,4.3214,0.1938,1.0
2022-07-06,4.8216,4.2848,0.1842,1.0
2022-07-07,4.6733,4.2868,0.186,1.0
2022-07-08,4.6118,4.1917,0.1881,1.0
2022-07-09,4.7367,4.2374,0.1895,1.0
2022-07-10,4.6232,4.3854,0.1891,1.0
2022-07-11,4.677,4.4137,0.1824,1.0
2022-07-12,4.6623,4.3212,0.1813,1.0
2022-07-13,4.6641,4.1332,0.1825,1.0
2022-07-14,4.6544,4.3141,0.1838,1.0
2022-07-15,4.6744,4.4171,0.1894,1.0
2022-07-16,4.6215,4.1816,0.1798,1.0
2022-07-17,4.6362,4.3007,0.1812,1.0
2022-07-18,4.5633,4.2861,0.1859,1.0
2022-07-19,4.7336,4.272,0.1829,1.0
2022-07-20,4.5966,4.3456,0.1808,1.0
2022-07-21,4.7316,4.1,0.1832,1.0
2022-07-22,4.7071,4.3757,0.1985,1.0
2022-07-23,4.7115,4.2094,0.1845,1.0
2022-07-24,4.5201,4.3387,0.1808,1.0
2022-07-25,4.7624,4.2731,0.1844,1.0
2022-07-26,4.6228,4.5934,0.1834,1.0
2022-07-27,4.8449,4.464,0.1874,1.0
2022-07-28,4.7132,4.4051,0.1754,1.0
2022-07-29,4.6549,4.4683,0.1848,1.0
2022-07-30,4.5535,4.3427,0.1935,1.0
2022-07-31,4.7922,4.3413,0.1898,1.0
2022-08-01,4.647,4.1115,0.1804,1.0
2022-08-02,4.8207,4.3116,0.1838,1.0
2022-08-03,4.653,4.6166,0.1931,1.0
2022-08-04,4.8797,4.3277,0.1865,1.0
2022-08-05,4.5435,4.5568,0.1792,1.0
2022-08-06,4.6995,4.1964,0.1821,1.0
2022-08-07,4.6046,4.2649,0.1823,1.0
2022-08-08,4.6307,4.4667,0.1795,1.0
2022-08-09,4.6998,4.5205,0.1824,1.0
2022-08-10,4.6154,4.3177,0.1909,1.0
2022-08-11,4.6975,4.2756,0.1874,1.0
2022-08-12,4.5808,4.4454,0.187,1.0
2022-08-13,4.6523,4.2326,0.1806,1.0
2022-08-14,4.7281,4.5221,0.1818,1.0
2022-08-15,4.7213,4.0578,0.1821,1.0
2022-08-16,4.6772,4.2226,0.1803,1.0
2022-08-17,4.6199,4.3909,0.1841,1.0
2022-08-18,4.4786,4.0531,0.182,1.0
2022-08-19,4.7212,3.9653,0.1825,1.0
2022-08-20,4.6326,4.5444,0.1831,1.0
2022-08-21,4.7145,4.3698,0.1743,1.0
2022-08-22,4.7491,4.3802,0.1875,1.0
2022-08-23,5.0334,4.0582,0.1936,1.0
2022-08-24,4.6541,4.3902,0.1848,1.0
2022-08-25,4.6418,4.2702,0.1866,1.0
2022-08-26,4.5435,4.4551,0.1829,1.0
2022-08-27,4.5783,4.287,0.1913,1.0
2022-08-28,4.6318,4.4002,0.1813,1.0
2022-08-29,4.7482,4.446,0.1942,1.0
2022-08-30,4.6642,4.4436,0.1855,1.0
2022-08-31,4.7966,4.2494,0.1887,1.0
2022-09-01,4.6625,4.341,0.1855,1.0
2022-09-02,4.7027,4.3337,0.1861,1.0
2022-09-03,4.822,4.488,0.1893,1.0
2022-09-04,4.639,4.2255,0.1898,1.0
2022-09-05,4.7588,4.5562,0.182,1.0
2022-09-06,4.6593,4.1205,0.183,1.0
2022-09-07,4.7697,4.2847,0.1882,1.0
2022-09-08,4.6629,4.3954,0.1793,1.0
2022-09-09,4.6877,3.9312,0.1841,1.0
2022-09-10,4.5333,4.5188,0.1889,1.0
2022-09-11,4.722,4.5629,0.1803,1.0
2022-09-12,4.8373,4.4805,0.1838,1.0
2022-09-13,4.7822,4.1951,0.1809,1.0
2022-09-14,4.6252,4.2759,0.1797,1.0
2022-09-15,4.7901,4.3138,0.1868,1.0
2022-09-16,4.6287,4.0951,0.1864,1.0
2022-09-17,4.5079,4.3404,0.1782,1.0
2022-09-18,4.8589,4.4776,0.1855,1.0
2022-09-19,4.7937,4.2315,0.1877,1.0
2022-09-20,4.698,4.387,0.1914,1.0
2022-09-21,4.7459,4.3904,0.1767,1.0
2022-09-22,4.5936,4.3328,0.1855,1.0
2022-09-23,4.5783,4.6876,0.1926,1.0
2022-09-24,4.7342,4.3601,0.1839,1.0
2022-09-25,4.5943,4.3608,0.1863,1.0
2022-09-26,4.5682,4.3968,0.1842,1.0
2022-09-27,4.5083,4.2295,0.1829,1.0
2022-09-28,4.8499,4.4279,0.1783,1.0
2022-09-29,4.7237,4.1334,0.1904,1.0
2022-09-30,4.6376,4.3369,0.1916,1.0
2022-10-01,4.5642,4.1544,0.1821,1.0
2022-10-02,4.7735,4.1373,0.1708,1.0
2022-10-03,4.6394,4.4272,0.191,1.0
2022-10-04,4.6383,4.2924,0.1908,1.0
2022-10-05,4.5117,4.2956,0.186,1.0
2022-10-06,4.7204,4.2786,0.1852,1.0
2022-10-07,4.4561,4.2578,0.1873,1.0
2022-10-08,4.5916,4.3583,0.1872,1.0
2022-10-09,4.6492,4.3739,0.1802,1.0
2022-10-10,4.6614,4.4354,0.1858,1.0
2022-10-11,4.6272,4.3814,0.1886,1.0
2022-10-12,4.4955,4.5123,0.1833,1.0
2022-10-13,4.7183,4.5176,0.1781,1.0
2022-10-14,4.6162,4.3096,0.1811,1.0
2022-10-15,4.8361,4.2301,0.1822,1.0
2022-10-16,4.6984,4.1817,0.183,1.0
2022-10-17,4.7086,4.3034,0.1845,1.0
2022-10-18,4.6324,4.138,0.1866,1.0
2022-10-19,4.8379,4.3526,0.1861,1.0
2022-10-20,4.7423,4.1723,0.1935,1.0
2022-10-21,4.6982,4.5785,0.1813,1.0
2022-10-22,4.8436,4.4585,0.1878,1.0
2022-10-23,4.7011,4.3152,0.191,1.0
2022-10-24,4.6926,4.0746,0.1794,1.0
2022-10-25,4.6633,4.3934,0.1847,1.0
2022-10-26,4.7897,4.0768,0.1857,1.0
2022-10-27,4.5164,4.4564,0.1845,1.0
2022-10-28,4.7178,4.2291,0.1914,1.0
2022-10-29,4.7738,4.4317,0.1844,1.0
2022-10-30,4.7322,4.251,0.1893,1.0
2022-10-31,4.8285,4.4999,0.1814,1.0
2022-11-01,4.7125,4.169,0.1879,1.0
2022-11-02,4.7206,4.0882,0.1792,1.0
2022-11-03,4.6545,4.3079,0.179,1.0
2022-11-04,4.715,4.3852,0.184,1.0
2022-11-05,4.612,4.4968,0.1933,1.0
2022-11-06,4.6365,4.2643,0.1875,1.0
2022-11-07,4.6478,4.3305,0.1887,1.0
2022-11-08,4.5082,4.5346,0.1854,1.0
2022-11-09,4.643,4.3375,0.1848,1.0
2022-11-10,4.5242,4.5593,0.1852,1.0
2022-11-11,4.7199,4.4832,0.1799,1.0
2022-11-12,4.7226,4.3125,0.1892,1.0
2022-11-13,4.4885,4.3361,0.182,1.0
2022-11-14,4.7189,4.4158,0.1815,1.0
2022-11-15,4.6159,4.3345,0.1805,1.0
2022-11-16,4.7558,4.2983,0.1705,1.0
2022-11-17,4.6463,4.2046,0.1768,1.0
2022-11-18,4.5686,4.3653,0.1916,1.0
2022-11-19,4.7082,4.2651,0.1873,1.0
2022-11-20,4.6387,4.2528,0.1792,1.0
2022-11-21,4.5223,4.2954,0.1858,1.0
2022-11-22,4.6713,4.2918,0.1803,1.0
2022-11-23,4.7347,4.1656,0.1889,1.0
2022-11-24,4.5898,4.2447,0.1777,1.0
2022-11-25,4.6349,4.4865,0.1876,1.0
2022-11-26,4.7681,4.4231,0.1795,1.0
2022-11-27,4.6502,4.2408,0.1917,1.0
2022-11-28,4.5723,4.4751,0.1895,1.0
2022-11-29,4.8447,4.2926,0.1886,1.0
2022-11-30,4.8853,4.2635,0.1773,1.0
2022-12-01,4.5108,4.4498,0.1756,1.0
2022-12-02,4.6465,4.4112,0.1859,1.0
2022-12-03,4.7183,4.3811,0.1914,1.0
2022-12-04,4.5943,4.2552,0.1811,1.0
2022-12-05,4.7547,4.4761,0.1873,1.0
2022-12-06,4.7865,4.1851,0.1933,1.0
2022-12-07,4.8171,4.453,0.1939,1.0
2022-12-08,4.5309,4.2766,0.1813,1.0
2022-12-09,4.7449,4.203,0.1888,1.0
2022-12-10,4.8033,4.4473,0.1864,1.0
2022-12-11,4.5911,4.2314,0.1912,1.0
2022-12-12,4.7501,4.3445,0.1829,1.0
2022-12-13,4.4977,4.2001,0.1946,1.0
2022-12-14,4.5648,4.3765,0.19,1.0
2022-12-15,4.5671,4.3759,0.1897,1.0
2022-12-16,4.6811,4.7516,0.1767,1.0
2022-12-17,4.7753,4.3258,0.1889,1.0
2022-12-18,4.7197,4.2474,0.1861,1.0
2022-12-19,4.5128,4.4345,0.1865,1.0
2022-12-20,4.7375,4.4981,0.1868,1.0
