"txn_id","date","entity_id","type","gl_account","cost_centre","counterparty_id","counterparty_name","description","amount_native","currency","amount_pln","fx_rate","payment_terms_days","due_date","payment_date","is_overdue","days_overdue","status","approved_by","is_anomaly","anomaly_type"
"TXN0001339","2022-06-04","FINCORP-PL","REVENUE","4030","CC-FIN","C0067","Trepczyk-Skomra Sp.j.","Invoice #INV-588072 - Logistics fee","161505.79","PLN","161505.79","1.0","30","2022-07-04","2022-08-14","True","1483","PAID","Tino Oderwald B.Sc.","False",""
"TXN0001340","2022-06-29","FINCORP-PL","REVENUE","4020","CC-HR","C0051","Krein OHG mbH","Invoice #INV-548201 - Monthly retainer","145926.72","PLN","145926.72","1.0","30","2022-07-29","2022-07-29","False","0","PAID","Emil Klepka","False",""
"TXN0001341","2022-06-28","FINCORP-PL","REVENUE","4010","CC-MFG","C0147","Grupa Morka","Invoice #INV-899796 - Monthly retainer","170426.52","PLN","170426.52","1.0","14","2022-07-12","2022-07-14","True","1475","PAID","Frank-Michael Ehlert","False",""
"TXN0001342","2022-06-07","FINCORP-PL","EXPENSE","6030","CC-MFG","V0017","Ware and Sons","Invoice #VI-964005 - IT & Software","32530.3","USD","135280.49","4.1586","30","2022-07-07","2022-07-06","False","0","PAID","Jacek Hołubowicz","False",""
"TXN0001343","2022-06-02","FINCORP-PL","EXPENSE","6020","CC-IT","V0026","Ramirez PLC","Invoice #VI-744128 - Facilities & Rent","125904.46","PLN","125904.46","1.0","30","2022-07-02","2022-07-08","False","0","PAID","April Blanchard","False",""
"TXN0001344","2022-06-20","FINCORP-PL","EXPENSE","5040","CC-SALES-DE","V0010","Stroh Rogge Stiftung & Co. KGaA","Invoice #VI-546134 - Logistics & Freight","20156.57","EUR","96189.17","4.7721","45","2022-08-04","2022-08-06","False","0","PAID","Edelbert Seifert","False",""
"TXN0001345","2022-06-25","FINCORP-PL","EXPENSE","6050","CC-HR","V0037","Scott and Sons","Invoice #VI-837481 - Travel","69523.17","PLN","69523.17","1.0","14","2022-07-09","2022-07-14","False","0","PAID","Kayla Clark","False",""
"TXN0001346","2022-06-04","FINCORP-PL","EXPENSE","5030","CC-MGMT","V0050","Butte","Invoice #VI-599024 - Manufacturing Equipment","33616.98","EUR","159912.61","4.7569","60","2022-08-03","2022-08-07","False","0","PAID","Krystyna Fidor","False",""
"TXN0001347","2022-06-13","FINCORP-PL","EXPENSE","5010","CC-SALES-SE","V0008","Bolander","Invoice #VI-361696 - Raw Materials","81588.04","PLN","81588.04","1.0","30","2022-07-13","2022-07-13","False","0","PAID","Bridget Carter","False",""
"TXN0001348","2022-06-05","FINCORP-PL","EXPENSE","6030","CC-HR","V0018","Ryan-Harper","Invoice #VI-288895 - IT & Software","20042.15","USD","88736.64","4.4275","30","2022-07-05","2022-07-09","False","0","PAID","Dr. Verena Dowerg MBA.","False",""
"TXN0001349","2022-06-18","FINCORP-PL","EXPENSE","5040","CC-PROC","V0009","Gabinety Piechura Sp.j.","Invoice #VI-830384 - Logistics & Freight","33336.01","EUR","152075.53","4.5619","45","2022-08-02","2022-08-02","False","0","PAID","Gerhardt Bohlander","False",""
"TXN0001350","2022-06-17","FINCORP-PL","EXPENSE","5040","CC-SALES-SE","V0014","Rohleder KG","Invoice #VI-350912 - Logistics & Freight","51837.77","EUR","244155.87","4.71","45","2022-08-01","2022-08-02","False","0","PAID","Witold Magryta","False",""
"TXN0001351","2022-06-23","FINCORP-PL","EXPENSE","6090","CC-MFG","V0027","Hellwig e.V.","Invoice #VI-396043 - Energy & Utilities","141747.21","PLN","141747.21","1.0","14","2022-07-07","2022-07-06","False","0","PAID","pan Kamil Posłuszna","False",""
"TXN0001352","2022-06-21","FINCORP-PL","EXPENSE","6030","CC-PROC","V0019","Lopez-Martin","Invoice #VI-816626 - IT & Software","38185.91","USD","166234.74","4.3533","30","2022-07-21","2022-07-21","False","0","PAID","Angelina Knappe-Paffrath","False",""
"TXN0001353","2022-06-20","FINCORP-PL","EXPENSE","6090","CC-PROC","V0029","Scott  Myers and Fischer","Invoice #VI-005777 - Energy & Utilities","293200.6","PLN","293200.6","1.0","14","2022-07-04","2022-07-06","False","0","PAID","Dorota Zygmuntowicz","False",""
"TXN0001354","2022-06-01","FINCORP-PL","EXPENSE","7010","CC-MFG","V0044","Rädel Scheel GmbH","Invoice #VI-935488 - Banking","129196.37","PLN","129196.37","1.0","7","2022-06-08","2022-06-06","False","0","PAID","Rafał Kohnke","False",""
"TXN0001355","2022-06-24","FINCORP-PL","EXPENSE","6040","CC-HR","V0031","Maciejko-Kolman Sp.k.","Invoice #VI-397671 - Marketing","15878.12","EUR","71308.62","4.491","30","2022-07-24","2022-07-26","False","0","PAID","Elisabet Thies-Drewes","False",""
"TXN0001356","2022-06-07","FINCORP-PL","EXPENSE","7010","CC-HR","V0044","Rädel Scheel GmbH","Invoice #VI-167128 - Banking","80206.67","PLN","80206.67","1.0","7","2022-06-14","2022-06-17","False","0","PAID","Justin Powell","False",""
"TXN0001357","2022-06-06","FINCORP-PL","EXPENSE","5030","CC-LOG","V0048","PPUH Hyży i syn s.c.","Invoice #VI-621630 - Manufacturing Equipment","26864.62","EUR","123561.14","4.5994","60","2022-08-05","2022-08-03","False","0","PAID","Hans-Henning Mangold","False",""
"TXN0001358","2022-06-21","FINCORP-PL","EXPENSE","6050","CC-SALES-SE","V0036","Zirme","Invoice #VI-244315 - Travel","62924.11","PLN","62924.11","1.0","14","2022-07-05","2022-07-07","False","0","PAID","Nikodem Koronkiewicz","False",""
"TXN0001359","2022-06-09","FINCORP-PL","EXPENSE","6040","CC-PROC","V0031","Maciejko-Kolman Sp.k.","Invoice #VI-731407 - Marketing","34346.47","EUR","158587.97","4.6173","30","2022-07-09","2022-07-15","False","0","PAID","Maike Kuhl B.Sc.","False",""
"TXN0001360","2022-06-13","FINCORP-PL","EXPENSE","5030","CC-MFG","V0046","Henck Kambs AG","Invoice #VI-970438 - Manufacturing Equipment","30228.42","EUR","140571.23","4.6503","60","2022-08-12","2022-08-09","False","0","PAID","Ignacy Apanowicz","False",""
"TXN0001361","2022-06-03","FINCORP-PL","EXPENSE","6030","CC-IT","V0017","Ware and Sons","Invoice #VI-200153 - IT & Software","25171.19","USD","113126.88","4.4943","30","2022-07-03","2022-07-06","False","0","PAID","Scott Gray","False",""
"TXN0001362","2022-06-19","FINCORP-PL","EXPENSE","6020","CC-RND","V0026","Ramirez PLC","Invoice #VI-128958 - Facilities & Rent","131902.12","PLN","131902.12","1.0","30","2022-07-19","2022-07-18","False","0","PAID","Anita Szachniewicz","False",""
"TXN0001363","2022-06-12","FINCORP-PL","EXPENSE","5010","CC-SALES-DE","V0003","Moore  Barrett and Castro","Invoice #VI-247529 - Raw Materials","121679.45","PLN","121679.45","1.0","30","2022-07-12","2022-07-13","False","0","PAID","Scott Shah","False",""
"TXN0001364","2022-06-09","FINCORP-PL","EXPENSE","6040","CC-MGMT","V0033","Bishop Ltd","Invoice #VI-403662 - Marketing","24215.24","EUR","111809.04","4.6173","30","2022-07-09","2022-07-11","False","0","PAID","Emil Kurz","False",""
"TXN0001365","2022-06-11","FINCORP-PL","EXPENSE","5040","CC-HR","V0009","Gabinety Piechura Sp.j.","Invoice #VI-663614 - Logistics & Freight","20436.16","EUR","96284.98","4.7115","45","2022-07-26","2022-07-31","False","0","PAID","Heidrun Metz B.A.","False",""
"TXN0001366","2022-06-01","FINCORP-PL","EXPENSE","5040","CC-MFG","V0010","Stroh Rogge Stiftung & Co. KGaA","Invoice #VI-401013 - Logistics & Freight","26721.86","EUR","124168.45","4.6467","45","2022-07-16","2022-07-18","False","0","PAID","Brent Lara","False",""
"TXN0001367","2022-06-21","FINCORP-PL","EXPENSE","5040","CC-FIN","V0009","Gabinety Piechura Sp.j.","Invoice #VI-698807 - Logistics & Freight","34767.4","EUR","163163.41","4.693","45","2022-08-05","2022-08-06","False","0","PAID","Isolde Stroh-Schaaf","False",""
"TXN0001368","2022-07-28","FINCORP-PL","REVENUE","4020","CC-MGMT","C0073","Patberg AG","Invoice #INV-650553 - Logistics fee","213975.26","PLN","213975.26","1.0","30","2022-08-27","2022-08-30","True","1429","PAID","Angela Barber","False",""
"TXN0001369","2022-07-19","FINCORP-PL","REVENUE","4020","CC-PROC","C0112","Fundacja Kunert S.A.","Invoice #INV-589099 - Service contract","212664.99","PLN","212664.99","1.0","30","2022-08-18","2022-08-28","True","1438","PAID","Dipl.-Ing. Marie Pieper B.A.","False",""
"TXN0001370","2022-07-07","FINCORP-PL","REVENUE","4030","CC-MFG","C0143","Key  Green and Thomas","Invoice #INV-994401 - Service contract","207533.32","PLN","207533.32","1.0","14","2022-07-21","2022-07-30","True","1466","PAID","Philip Schmiedt","False",""
"TXN0001371","2022-07-30","FINCORP-PL","REVENUE","4010","CC-HR","C0039","Watson Ltd","Invoice #INV-758954 - Logistics fee","104161.56","PLN","104161.56","1.0","45","2022-09-13","2022-09-09","False","0","PAID","Ryan Johnson","False",""
"TXN0001372","2022-07-22","FINCORP-PL","REVENUE","4020","CC-HR","C0042","Geisel Stumpf GmbH & Co. OHG","Invoice #INV-286256 - Product delivery","188493.11","PLN","188493.11","1.0","30","2022-08-21","2022-08-19","False","0","PAID","Eliza Osiadacz","False",""
"TXN0001373","2022-07-13","FINCORP-PL","REVENUE","4030","CC-HR","C0114","Gabinety Brzeźniak-Łyskawa s.c.","Invoice #INV-427968 - Monthly retainer","143253.26","PLN","143253.26","1.0","30","2022-08-12","2022-08-22","True","1444","PAID","Evamaria Kusch B.Eng.","False",""
"TXN0001374","2022-07-29","FINCORP-PL","REVENUE","4010","CC-FIN","C0029","Mcconnell LLC","Invoice #INV-909957 - Product delivery","206601.79","PLN","206601.79","1.0","45","2022-09-12","2022-09-10","False","0","PAID","Siglinde Steinberg B.A.","False",""
"TXN0001375","2022-07-29","FINCORP-PL","REVENUE","4010","CC-RND","C0053","Stowarzyszenie Strzelczak","Invoice #INV-228353 - Logistics fee","209493.31","PLN","209493.31","1.0","30","2022-08-28","2022-08-28","False","0","PAID","Sebastian Zacharczuk","False",""
"TXN0001376","2022-07-20","FINCORP-PL","REVENUE","4030","CC-MGMT","C0145","Jessel Preiß GbR","Invoice #INV-569201 - Product delivery","212434.89","PLN","212434.89","1.0","14","2022-08-03","2022-08-04","True","1453","PAID","Christina Logan","False",""
"TXN0001377","2022-07-28","FINCORP-PL","REVENUE","4010","CC-MFG","C0135","Klotz Gute GmbH","Invoice #INV-840856 - Service contract","196375.43","PLN","196375.43","1.0","14","2022-08-11","2022-08-19","True","1445","PAID","Liliane Mende","False",""
"TXN0001378","2022-07-28","FINCORP-PL","REVENUE","4010","CC-MFG","C0197","Hornig","Invoice #INV-303152 - Logistics fee","161583.99","PLN","161583.99","1.0","14","2022-08-11","2022-08-16","True","1445","PAID","Derrick Medina","False",""
"TXN0001379","2022-07-02","FINCORP-PL","REVENUE","4010","CC-FIN","C0175","Bauer","Invoice #INV-161801 - Product delivery","224143.51","PLN","224143.51","1.0","14","2022-07-16","2022-07-23","True","1471","PAID","Dipl.-Ing. Christoph Losekann","False",""
"TXN0001380","2022-07-23","FINCORP-PL","REVENUE","4010","CC-PROC","C0083","Aumann Stadelmann GmbH & Co. KG","Invoice #INV-005995 - Monthly retainer","117005.35","PLN","117005.35","1.0","30","2022-08-22","2022-08-31","True","1434","PAID","pani Anastazja Olchawa","False",""
"TXN0001381","2022-07-26","FINCORP-PL","REVENUE","4020","CC-FIN","C0117","Riehl Kallert AG & Co. KG","Invoice #INV-983138 - Product delivery","178446.0","PLN","178446.0","1.0","30","2022-08-25","2022-08-20","False","0","PAID","Jennifer Stewart","False",""
"TXN0001382","2022-07-12","FINCORP-PL","REVENUE","4020","CC-RND","C0168","Hertrampf Hering GmbH","Invoice #INV-597102 - Service contract","177670.28","PLN","177670.28","1.0","14","2022-07-26","2022-07-31","True","1461","PAID","Jennifer Wright","False",""
"TXN0001383","2022-07-19","FINCORP-PL","REVENUE","4030","CC-FIN","C0055","Shelton-Dixon","Invoice #INV-529340 - Product delivery","208859.69","PLN","208859.69","1.0","30","2022-08-18","2022-08-22","True","1438","PAID","Łukasz Wudarczyk","False",""
"TXN0001384","2022-07-13","FINCORP-PL","REVENUE","4030","CC-MFG","C0191","FPUH Obst","Invoice #INV-063895 - Monthly retainer","106253.29","PLN","106253.29","1.0","14","2022-07-27","2022-08-03","True","1460","PAID","Dr. Hedda Haering B.A.","False",""
"TXN0001385","2022-07-01","FINCORP-PL","REVENUE","4020","CC-MFG","C0066","Seifert","Invoice #INV-867658 - Service contract","120142.93","PLN","120142.93","1.0","30","2022-07-31","2022-07-28","False","0","PAID","Artur Uliasz","False",""
"TXN0001386","2022-07-26","FINCORP-PL","REVENUE","4020","CC-RND","C0042","Geisel Stumpf GmbH & Co. OHG","Invoice #INV-540487 - Service contract","147393.84","PLN","147393.84","1.0","30","2022-08-25","2022-08-29","True","1431","PAID","Kayla Smith","False",""
"TXN0001387","2022-07-02","FINCORP-PL","REVENUE","4020","CC-RND","C0031","Adams-Dyer","Invoice #INV-410990 - Service contract","135747.85","PLN","135747.85","1.0","45","2022-08-16","2022-08-20","True","1440","PAID","Gülay Kramer","False",""
"TXN0001388","2022-07-22","FINCORP-PL","REVENUE","4020","CC-HR","C0092","Fundacja Jagieło Sp.j.","Invoice #INV-726276 - Monthly retainer","183257.3","PLN","183257.3","1.0","30","2022-08-21","2022-08-22","True","1435","PAID","Alexander Hebert","False",""
"TXN0001389","2022-07-03","FINCORP-PL","EXPENSE","6040","CC-HR","V0031","Maciejko-Kolman Sp.k.","Invoice #VI-482243 - Marketing","15012.25","EUR","70315.87","4.6839","30","2022-08-02","2022-08-08","False","0","PAID","Ing. Willibald Gröttner B.Sc.","False",""
"TXN0001390","2022-07-20","FINCORP-PL","EXPENSE","5010","CC-PROC","V0006","Mitchell  Smith and Reed","Invoice #VI-774528 - Raw Materials","114968.89","PLN","114968.89","1.0","30","2022-08-19","2022-08-21","False","0","PAID","pan Jacek Huber","False",""
"TXN0001391","2022-07-15","FINCORP-PL","EXPENSE","5040","CC-LOG","V0012","Olson PLC","Invoice #VI-995982 - Logistics & Freight","26513.03","EUR","123932.5","4.6744","45","2022-08-29","2022-09-01","False","0","PAID","Nichole Parrish","False",""
"TXN0001392","2022-07-03","FINCORP-PL","EXPENSE","5010","CC-SALES-SE","V0003","Moore  Barrett and Castro","Invoice #VI-364049 - Raw Materials","92720.74","PLN","92720.74","1.0","30","2022-08-02","2022-08-06","False","0","PAID","Manfred Bolnbach MBA.","False",""
"TXN0001393","2022-07-26","FINCORP-PL","EXPENSE","6100","CC-MGMT","V0042","Koch Zirme AG","Invoice #VI-795334 - Maintenance","108540.64","PLN","108540.64","1.0","30","2022-08-25","2022-08-24","False","0","PAID","Anna Maria Kuder","False",""
"TXN0001394","2022-07-06","FINCORP-PL","EXPENSE","6080","CC-LOG","V0034","Löchel GmbH & Co. KG","Invoice #VI-321048 - Insurance","103354.7","PLN","103354.7","1.0","30","2022-08-05","2022-08-10","False","0","PAID","Kamila Podsiadła","False",""
"TXN0001395","2022-07-02","FINCORP-PL","EXPENSE","6030","CC-MGMT","V0019","Lopez-Martin","Invoice #VI-327176 - IT & Software","20097.56","USD","88592.05","4.4081","30","2022-08-01","2022-07-30","False","0","PAID","Paulo Barth","False",""
"TXN0001396","2022-07-21","FINCORP-PL","EXPENSE","6060","CC-IT","V0020","Hertrampf Wiek GmbH","Invoice #VI-341653 - Professional Services","12542.8","EUR","59347.5","4.7316","30","2022-08-20","2022-08-19","False","0","PAID","Nichole Crane","False",""
"TXN0001397","2022-07-28","FINCORP-PL","EXPENSE","6030","CC-PROC","V0016","Meister Nette GmbH","Invoice #VI-149575 - IT & Software","21251.03","USD","93612.92","4.4051","30","2022-08-27","2022-08-28","False","0","PAID","Dipl.-Ing. Annita Klemm","False",""
"TXN0001398","2022-07-28","FINCORP-PL","EXPENSE","5010","CC-RND","V0004","Harrison  Smith and Phillips","Invoice #VI-561045 - Raw Materials","96165.98","PLN","96165.98","1.0","30","2022-08-27","2022-08-24","False","0","PAID","Aniela Pacholak","False",""
"TXN0001399","2022-07-06","FINCORP-PL","EXPENSE","5010","CC-LOG","V0007","Foster Group","Invoice #VI-229552 - Raw Materials","92474.62","PLN","92474.62","1.0","30","2022-08-05","2022-09-20","False","0","PAID","Olga Kujda","False",""
"TXN0001400","2022-07-15","FINCORP-PL","EXPENSE","6040","CC-IT","V0030","Chandler-Hernandez","Invoice #VI-429603 - Marketing","22723.4","EUR","106218.26","4.6744","30","2022-08-14","2022-08-20","False","0","PAID","Prof. Adeline Vogt MBA.","False",""
"TXN0001401","2022-07-01","FINCORP-PL","EXPENSE","6060","CC-RND","V0023","Ehlert Hesse AG","Invoice #VI-723430 - Professional Services","14854.34","EUR","69069.71","4.6498","30","2022-07-31","2022-08-25","False","0","PAID","pan Cezary Gradek","False",""
"TXN0001402","2022-07-18","FINCORP-PL","EXPENSE","5010","CC-MGMT","V0002","Dyer-Johnson","Invoice #VI-772076 - Raw Materials","56175.1","PLN","56175.1","1.0","30","2022-08-17","2022-08-24","False","0","PAID","Benjamin Niemeier","False",""
"TXN0001403","2022-07-09","FINCORP-PL","EXPENSE","5040","CC-MFG","V0012","Olson PLC","Invoice #VI-610008 - Logistics & Freight","36025.83","EUR","170643.55","4.7367","45","2022-08-23","2022-08-26","False","0","PAID","Annemarie Löchel","False",""
"TXN0001404","2022-07-19","FINCORP-PL","EXPENSE","5010","CC-FIN","V0006","Mitchell  Smith and Reed","Invoice #VI-754070 - Raw Materials","83837.02","PLN","83837.02","1.0","30","2022-08-18","2022-08-19","False","0","PAID","Dajana Buchholz-Schottin","False",""
"TXN0001405","2022-07-17","FINCORP-PL","EXPENSE","6050","CC-MGMT","V0038","Arnold LLC","Invoice #VI-750389 - Travel","112004.66","PLN","112004.66","1.0","14","2022-07-31","2022-08-07","False","0","PAID","Raisa Rosenow-Trapp","False",""
"TXN0001406","2022-07-29","FINCORP-PL","EXPENSE","6100","CC-SALES-DE","V0040","Gutierrez Inc","Invoice #VI-754542 - Maintenance","119666.82","PLN","119666.82","1.0","30","2022-08-28","2022-08-30","False","0","PAID","Lauren Jones","False",""
"TXN0001407","2022-07-30","FINCORP-PL","EXPENSE","5040","CC-IT","V0014","Rohleder KG","Invoice #VI-397876 - Logistics & Freight","19961.34","EUR","90893.97","4.5535","45","2022-09-13","2022-09-19","False","0","PAID","Ing. Gero Lorch B.Sc.","False",""
"TXN0001408","2022-07-25","FINCORP-PL","EXPENSE","7010","CC-MFG","V0044","Rädel Scheel GmbH","Invoice #VI-480498 - Banking","55479.26","PLN","55479.26","1.0","7","2022-08-01","2022-08-06","False","0","PAID","Madison Boone","False",""
"TXN0001409","2022-07-06","FINCORP-PL","EXPENSE","5010","CC-SALES-DE","V0001","Baker-Johnson","Invoice #VI-469023 - Raw Materials","81886.45","PLN","81886.45","1.0","30","2022-08-05","2022-08-02","False","0","PAID","Berit Eimer B.Sc.","False",""
"TXN0001410","2022-07-29","FINCORP-PL","EXPENSE","6100","CC-PROC","V0042","Koch Zirme AG","Invoice #VI-770604 - Maintenance","89406.47","PLN","89406.47","1.0","30","2022-08-28","2022-08-31","False","0","PAID","Carlos Mccoy","False",""
"TXN0001411","2022-07-11","FINCORP-PL","EXPENSE","5030","CC-PROC","V0047","Popielarczyk-Kosznik S.A.","Invoice #VI-068351 - Manufacturing Equipment","19304.06","EUR","90285.11","4.677","60","2022-09-09","2022-09-15","False","0","PAID","Hannelore Geisler-Röhricht","False",""
"TXN0001412","2022-07-02","FINCORP-PL","EXPENSE","6020","CC-HR","V0024","Grupa Michnik-Mazan Sp. z o.o.","Invoice #VI-442330 - Facilities & Rent","108945.6","PLN","108945.6","1.0","30","2022-08-01","2022-08-08","False","0","PAID","pani Elżbieta Majorczyk","False",""
"TXN0001413","2022-07-27","FINCORP-PL","EXPENSE","6060","CC-MFG","V0020","Hertrampf Wiek GmbH","Invoice #VI-893379 - Professional Services","11097.98","EUR","53768.61","4.8449","30","2022-08-26","2022-08-25","False","0","PAID","Siegried Koch B.A.","False",""
"TXN0001414","2022-07-16","FINCORP-PL","EXPENSE","5040","CC-SALES-SE","V0013","PPUH Glenc-Mrózek s.c.","Invoice #VI-586106 - Logistics & Freight","17566.91","EUR","81185.49","4.6215","45","2022-08-30","2022-08-27","False","0","PAID","Stefan Rząd","False",""
"TXN0001415","2022-07-25","FINCORP-PL","EXPENSE","5010","CC-SALES-DE","V0002","Dyer-Johnson","Invoice #VI-873230 - Raw Materials","64894.5","PLN","64894.5","1.0","30","2022-08-24","2022-08-31","False","0","PAID","pani Angelika Świć","False",""
"TXN0001416","2022-07-12","FINCORP-PL","EXPENSE","6100","CC-RND","V0042","Koch Zirme AG","Invoice #VI-777045 - Maintenance","67872.89","PLN","67872.89","1.0","30","2022-08-11","2022-08-18","False","0","PAID","pani Olga Ruszel","False",""
"TXN0001417","2022-07-21","FINCORP-PL","EXPENSE","5040","CC-SALES-DE","V0013","PPUH Glenc-Mrózek s.c.","Invoice #VI-221757 - Logistics & Freight","16434.18","EUR","77759.96","4.7316","45","2022-09-04","2022-09-08","False","0","PAID","Univ.Prof. Amir Heydrich MBA.","False",""
"TXN0001418","2022-07-12","FINCORP-PL","EXPENSE","6040","CC-SALES-DE","V0031","Maciejko-Kolman Sp.k.","Invoice #VI-198770 - Marketing","18092.35","EUR","84351.95","4.6623","30","2022-08-11","2022-08-09","False","0","PAID","Prof. Anthony Förster","False",""
"TXN0001419","2022-07-12","FINCORP-PL","EXPENSE","5040","CC-MGMT","V0010","Stroh Rogge Stiftung & Co. KGaA","Invoice #VI-263103 - Logistics & Freight","35251.98","EUR","164355.29","4.6623","45","2022-08-26","2022-08-30","False","0","PAID","Michele Hughes","False",""
"TXN0001420","2022-07-11","FINCORP-PL","EXPENSE","6040","CC-PROC","V0031","Maciejko-Kolman Sp.k.","Invoice #VI-637450 - Marketing","10165.91","EUR","47545.94","4.677","30","2022-08-10","2022-08-14","False","0","PAID","Prof. Yusuf Hesse B.Sc.","False",""
"TXN0001421","2022-08-07","FINCORP-PL","REVENUE","4020","CC-FIN","C0052","Gabinety Brańka-Rosołek Sp.j.","Invoice #INV-864078 - Product delivery","149044.04","PLN","149044.04","1.0","30","2022-09-06","2022-09-02","False","0","PAID","Jacqueline Kim","False",""
"TXN0001422","2022-08-12","FINCORP-PL","REVENUE","4030","CC-HR","C0027","Rodgers  Myers and Shaw","Invoice #INV-915011 - Monthly retainer","196913.94","PLN","196913.94","1.0","45","2022-09-26","2022-10-04","True","1399","PAID","Ryan Hamilton","False",""
"TXN0001423","2022-08-23","FINCORP-PL","REVENUE","4030","CC-MFG","C0189","Stowarzyszenie Cyroń","Invoice #INV-425445 - Monthly retainer","189532.05","PLN","189532.05","1.0","14","2022-09-06","2022-09-10","True","1419","PAID","Derrick Anderson","False",""
"TXN0001424","2022-08-29","FINCORP-PL","REVENUE","4030","CC-IT","C0103","Kuświk-Mich s.c.","Invoice #INV-287878 - Product delivery","176328.43","PLN","176328.43","1.0","30","2022-09-28","2022-10-08","True","1397","PAID","pani Lidia Broszkiewicz","False",""
"TXN0001425","2022-08-25","FINCORP-PL","REVENUE","4030","CC-MGMT","C0136","Lipok-Jachimczak Sp. z o.o.","Invoice #INV-792178 - Product delivery","109699.8","PLN","109699.8","1.0","14","2022-09-08","2022-09-13","True","1417","PAID","pan Wiktor Wołk","False",""
"TXN0001426","2022-08-20","FINCORP-PL","REVENUE","4020","CC-MFG","C0069","Rej i syn s.c.","Invoice #INV-500490 - Monthly retainer","234354.61","PLN","234354.61","1.0","30","2022-09-19","2022-09-29","True","1406","PAID","pani Justyna Fabiszak","False",""
"TXN0001427","2022-08-24","FINCORP-PL","REVENUE","4020","CC-RND","C0160","Klotz GmbH","Invoice #INV-228962 - Monthly retainer","240928.91","PLN","240928.91","1.0","14","2022-09-07","2022-09-16","True","1418","PAID","Tonya White","False",""
"TXN0001428","2022-08-06","FINCORP-PL","REVENUE","4030","CC-HR","C0006","Siewert-Neugebauer Sp. z o.o. Sp.k.","Invoice #INV-157092 - Logistics fee","130000.7","PLN","130000.7","1.0","45","2022-09-20","2022-09-21","True","1405","PAID","Robert Young","False",""
"TXN0001429","2022-08-30","FINCORP-PL","REVENUE","4010","CC-MGMT","C0113","FPUH Banyś-Gmurczyk Sp.j.","Invoice #INV-024059 - Monthly retainer","140095.92","PLN","140095.92","1.0","30","2022-09-29","2022-10-04","True","1396","PAID","Łukasz Peszko","False",""
"TXN0001430","2022-08-04","FINCORP-PL","REVENUE","4030","CC-HR","C0034","Berry  Galloway and Diaz","Invoice #INV-575919 - Monthly retainer","232970.37","PLN","232970.37","1.0","45","2022-09-18","2022-10-25","True","1407","PAID","Wendelin Fechner","False",""
"TXN0001431","2022-08-14","FINCORP-PL","REVENUE","4020","CC-PROC","C0173","Meyer e.G.","Invoice #INV-658573 - Service contract","200065.09","PLN","200065.09","1.0","14","2022-08-28","2022-09-07","True","1428","PAID","Alan Such","False",""
"TXN0001432","2022-08-02","FINCORP-PL","REVENUE","4030","CC-RND","C0160","Klotz GmbH","Invoice #INV-396713 - Monthly retainer","136544.74","PLN","136544.74","1.0","14","2022-08-16","2022-08-13","False","0","PAID","Dr. Martha Speer","False",""
"TXN0001433","2022-08-03","FINCORP-PL","REVENUE","4010","CC-HR","C0034","Berry  Galloway and Diaz","Invoice #INV-390151 - Product delivery","131706.45","PLN","131706.45","1.0","45","2022-09-17","2022-10-21","True","1408","PAID","Derek Kim","False",""
"TXN0001434","2022-08-13","FINCORP-PL","REVENUE","4020","CC-IT","C0107","Spółdzielnia Rajda","Invoice #INV-352922 - Service contract","241512.37","PLN","241512.37","1.0","30","2022-09-12","2022-09-16","True","1413","PAID","Leon Dietrich","False",""
"TXN0001435","2022-08-03","FINCORP-PL","REVENUE","4010","CC-FIN","C0143","Key  Green and Thomas","Invoice #INV-464776 - Logistics fee","113698.2","PLN","113698.2","1.0","14","2022-08-17","2022-08-23","True","1439","PAID","Samantha Lawson DVM","False",""
"TXN0001436","2022-08-16","FINCORP-PL","REVENUE","4030","CC-PROC","C0174","PPUH Prygiel-Kaczan Sp.j.","Invoice #INV-091483 - Product delivery","129611.56","PLN","129611.56","1.0","14","2022-08-30","2022-08-26","False","0","PAID","Larry James","False",""
"TXN0001437","2022-08-03","FINCORP-PL","REVENUE","4030","CC-MFG","C0087","Röhrdanz","Invoice #INV-377570 - Service contract","168414.2","PLN","168414.2","1.0","30","2022-09-02","2022-09-04","True","1423","PAID","Mr. Brett Hamilton","False",""
"TXN0001438","2022-08-09","FINCORP-PL","REVENUE","4020","CC-PROC","C0125","Striebitz e.G.","Invoice #INV-580255 - Product delivery","143764.71","PLN","143764.71","1.0","30","2022-09-08","2022-09-14","True","1417","PAID","Bruno Oszust","False",""
"TXN0001439","2022-08-23","FINCORP-PL","EXPENSE","5040","CC-PROC","V0010","Stroh Rogge Stiftung & Co. KGaA","Invoice #VI-107573 - Logistics & Freight","40770.72","EUR","205215.34","5.0334","45","2022-10-07","2022-10-12","False","0","PAID","pan Nikodem Skałka","False",""
"TXN0001440","2022-08-20","FINCORP-PL","EXPENSE","6100","CC-MGMT","V0043","Fliegner Dietz AG & Co. KGaA","Invoice #VI-201933 - Maintenance","63175.99","PLN","63175.99","1.0","30","2022-09-19","2022-09-16","False","0","PAID","Heinz-Joachim Kaul","False",""
"TXN0001441","2022-08-14","FINCORP-PL","EXPENSE","6040","CC-LOG","V0030","Chandler-Hernandez","Invoice #VI-417640 - Marketing","32349.38","EUR","152951.1","4.7281","30","2022-09-13","2022-09-11","False","0","PAID","Brian Obrien","False",""
