"customer_id","name","segment","country","currency","payment_terms_days","credit_limit_pln","revenue_category","account_manager","payment_reliability","contact_email","is_active","since_date"
"C0163","Putz","SME","SE","PLN","14","2000000","Product","Joseph Parker","EXCELLENT","contact.c0163@fincorp-client.com","TRUE","2021-03-14"
"C0164","Wilson Ltd","SME","SE","PLN","14","500000","Product","Kunigunda Gute-Nerger","EXCELLENT","contact.c0164@fincorp-client.com","TRUE","2021-12-18"
"C0165","Kohl Trommler Stiftung & Co. KGaA","SME","CZ","PLN","14","2000000","Service","Angelika Oślizło","GOOD","contact.c0165@fincorp-client.com","TRUE","2022-08-14"
"C0166","Bärer Scholz GmbH","SME","PL","PLN","14","100000","Service","Roselinde Ehlert","GOOD","contact.c0166@fincorp-client.com","TRUE","2022-04-19"
"C0167","Fox  Young and Bender","SME","PL","PLN","14","500000","Product","Tymon Łacina","GOOD","contact.c0167@fincorp-client.com","FALSE","2023-04-12"
"C0168","Hertrampf Hering GmbH","SME","DE","USD","14","100000","Service","Frau Lili Söding","AVERAGE","contact.c0168@fincorp-client.com","TRUE","2023-10-10"
"C0169","Oderwald KG","SME","DE","EUR","14","2000000","Product","Elif Hornig-Reising","EXCELLENT","contact.c0169@fincorp-client.com","TRUE","2019-01-29"
"C0170","Rios  Chambers and Bennett","SME","UK","USD","14","100000","Product","Cemal Täsche","AVERAGE","contact.c0170@fincorp-client.com","FALSE","2020-04-08"
"C0171","Hövel OHG mbH","SME","FR","USD","14","100000","Service","Margaret Torres","AVERAGE","contact.c0171@fincorp-client.com","TRUE","2019-08-29"
"C0172","Grupa Subocz-Giers i syn s.c.","SME","DE","EUR","14","2000000","Product","Ernest Kolarz","EXCELLENT","contact.c0172@fincorp-client.com","TRUE","2019-05-05"
"C0173","Meyer e.G.","SME","AT","USD","14","2000000","Mixed","Sebastian Miśkowiec","GOOD","contact.c0173@fincorp-client.com","FALSE","2024-09-13"
"C0174","PPUH Prygiel-Kaczan Sp.j.","SME","AT","EUR","14","2000000","Mixed","Jared Barton","AVERAGE","contact.c0174@fincorp-client.com","TRUE","2020-09-22"
"C0175","Bauer","SME","DE","USD","14","2000000","Mixed","Irmhild Löchel","GOOD","contact.c0175@fincorp-client.com","FALSE","2025-04-26"
"C0176","Heinrich","SME","UK","PLN","14","1000000","Service","Kara Mitchell","AVERAGE","contact.c0176@fincorp-client.com","FALSE","2021-11-13"
"C0177","King  Davenport and Burke","SME","FR","USD","14","100000","Service","Sedat Kreusel","AVERAGE","contact.c0177@fincorp-client.com","TRUE","2025-02-09"
"C0178","Keudel","SME","AT","EUR","14","250000","Mixed","Ansgar Oderwald","AVERAGE","contact.c0178@fincorp-client.com","TRUE","2021-05-26"
"C0179","Gibbs-White","SME","DE","PLN","14","100000","Service","Brian Cohen","EXCELLENT","contact.c0179@fincorp-client.com","TRUE","2021-04-30"
"C0180","Młocek s.c.","SME","CZ","USD","14","100000","Mixed","William Thomas Jr.","GOOD","contact.c0180@fincorp-client.com","TRUE","2018-11-05"
"C0181","Gabinety Stefankiewicz","SME","FR","EUR","14","1000000","Mixed","Prof. Anne-Katrin Seifert","EXCELLENT","contact.c0181@fincorp-client.com","TRUE","2024-09-17"
"C0182","Stevens  Mccoy and Murray","SME","AT","EUR","14","100000","Mixed","Waltrud Seip","GOOD","contact.c0182@fincorp-client.com","TRUE","2022-08-19"
"C0183","Stowarzyszenie Rejniak-Rok S.A.","SME","UK","PLN","14","100000","Service","Robert Hill","GOOD","contact.c0183@fincorp-client.com","TRUE","2025-05-17"
"C0184","Wagner-Mclaughlin","SME","AT","USD","14","250000","Service","Maxwell Acosta","EXCELLENT","contact.c0184@fincorp-client.com","TRUE","2024-02-18"
"C0185","Hamann e.G.","SME","PL","PLN","14","500000","Mixed","Krystyna Sudak","GOOD","contact.c0185@fincorp-client.com","TRUE","2019-05-09"
"C0186","Rädel","SME","NL","PLN","14","250000","Product","Agnieszka Szatanik","AVERAGE","contact.c0186@fincorp-client.com","TRUE","2022-05-06"
"C0187","Trapp","SME","CZ","USD","14","100000","Product","Julita Hulbój","GOOD","contact.c0187@fincorp-client.com","FALSE","2023-03-25"
"C0188","Taylor Group","SME","FR","EUR","14","500000","Product","Elfriede Cichorius B.Sc.","GOOD","contact.c0188@fincorp-client.com","TRUE","2020-04-04"
"C0189","Stowarzyszenie Cyroń","SME","NL","USD","14","2000000","Product","Katherina Trüb","EXCELLENT","contact.c0189@fincorp-client.com","TRUE","2023-12-12"
"C0190","Campbell Group","SME","CZ","USD","14","100000","Mixed","Marie-Louise Wagner-Hölzenbecher","EXCELLENT","contact.c0190@fincorp-client.com","TRUE","2023-05-05"
"C0191","FPUH Obst","SME","UK","USD","14","1000000","Service","Fatima Segebahn","AVERAGE","contact.c0191@fincorp-client.com","FALSE","2021-03-17"
"C0192","Marshall and Sons","SME","AT","PLN","14","2000000","Product","Charles Patel","GOOD","contact.c0192@fincorp-client.com","FALSE","2021-01-23"
"C0193","Biggen Vogt KG","SME","DE","EUR","14","2000000","Service","Erol Bloch","GOOD","contact.c0193@fincorp-client.com","TRUE","2023-11-15"
"C0194","Karz GmbH & Co. KGaA","SME","SE","EUR","14","2000000","Product","Amy Robertson","EXCELLENT","contact.c0194@fincorp-client.com","TRUE","2020-05-14"
"C0195","Winkler","SME","AT","PLN","14","250000","Service","Kamila Bicz","GOOD","contact.c0195@fincorp-client.com","TRUE","2024-06-16"
"C0196","Bolander Zobel GmbH & Co. OHG","SME","DE","PLN","14","1000000","Mixed","Gerdi Lange","AVERAGE","contact.c0196@fincorp-client.com","TRUE","2023-04-25"
"C0197","Hornig","SME","CZ","EUR","14","2000000","Mixed","Rigo Dehmel-Heidrich","GOOD","contact.c0197@fincorp-client.com","TRUE","2021-02-26"
"C0198","Krause Kostolzin KG","SME","DE","EUR","14","100000","Service","Franz Josef Martin","EXCELLENT","contact.c0198@fincorp-client.com","FALSE","2024-01-19"
"C0199","Miranda Ltd","SME","DE","EUR","14","2000000","Service","Frau Jasmin Eckbauer B.A.","AVERAGE","contact.c0199@fincorp-client.com","FALSE","2023-02-10"
"C0200","Weimer AG & Co. KGaA","SME","AT","PLN","14","1000000","Product","Elizabeth Gallegos MD","GOOD","contact.c0200@fincorp-client.com","TRUE","2019-12-03"
