period,entity_id,revenue_pln,cogs_pln,gross_profit_pln,gross_margin_pct,opex_pln,ebitda_pln,ebitda_margin_pct,ebit_pln,financial_costs_pln,ebt_pln,tax_pln,net_income_pln,net_margin_pct,transaction_count
2023-12,FINCORP-CZ,1171776.89,315168.88,856608.01,73.1,733794.03,122813.98,10.48,64110.46,0.0,64110.46,12180.99,51929.47,4.43,43
2024-01,FINCORP-CZ,952954.69,291360.45,661594.24,69.43,661409.54,184.7,0.02,-52728.06,49045.32,-101773.38,0.0,-101773.38,-10.68,40
2024-02,FINCORP-CZ,895929.5,168893.43,727036.07,81.15,708325.87,18710.2,2.09,-37955.87,0.0,-37955.87,0.0,-37955.87,-4.24,45
2024-03,FINCORP-CZ,1001338.63,268854.99,732483.64,73.15,713716.55,18767.09,1.87,-38330.23,59873.15,-98203.38,0.0,-98203.38,-9.81,40
2024-04,FINCORP-CZ,1143973.08,446980.69,696992.39,60.93,563940.29,133052.1,11.63,87936.88,0.0,87936.88,16708.01,71228.87,6.23,51
2024-05,FINCORP-CZ,1313305.36,361302.89,952002.47,72.49,498418.19,453584.28,34.54,413710.82,24370.48,389340.34,73974.67,315365.68,24.01,55
2024-06,FINCORP-CZ,1440808.11,240159.73,1200648.38,83.33,811456.28,389192.1,27.01,324275.6,101344.92,222930.68,42356.83,180573.85,12.53,44
2024-07,FINCORP-CZ,1048735.22,492637.35,556097.87,53.03,550029.79,6068.08,0.58,-37934.3,72649.62,-110583.92,0.0,-110583.92,-10.54,53
2024-08,FINCORP-CZ,1037177.86,338771.63,698406.23,67.34,641306.1,57100.13,5.51,5795.64,0.0,5795.64,1101.17,4694.47,0.45,49
2024-09,FINCORP-CZ,1240062.95,392680.7,847382.25,68.33,517084.7,330297.55,26.64,288930.77,60463.81,228466.96,43408.72,185058.24,14.92,51
2024-10,FINCORP-CZ,1325279.99,396820.65,928459.34,70.06,610283.26,318176.08,24.01,269353.42,32392.24,236961.18,45022.62,191938.56,14.48,47
2024-11,FINCORP-CZ,1234786.56,436033.42,798753.14,64.69,470268.55,328484.59,26.6,290863.11,0.0,290863.11,55263.99,235599.12,19.08,51
2024-12,FINCORP-CZ,1224052.37,337559.8,886492.57,72.42,692678.81,193813.76,15.83,138399.46,117365.35,21034.11,3996.48,17037.63,1.39,45
2020-01,FINCORP-SE,573061.57,283945.15,289116.42,50.45,354241.42,-65125.0,-11.36,-93464.31,55275.34,-148739.65,0.0,-148739.65,-25.96,55
2020-02,FINCORP-SE,655174.81,319212.44,335962.37,51.28,315976.61,19985.76,3.05,-5292.37,16018.1,-21310.47,0.0,-21310.47,-3.25,52
2020-03,FINCORP-SE,468094.84,176436.85,291657.99,62.31,488704.86,-197046.87,-42.1,-236143.26,28452.22,-264595.48,0.0,-264595.48,-56.53,45
2020-04,FINCORP-SE,403974.03,280272.82,123701.21,30.62,316978.25,-193277.04,-47.84,-218635.3,58648.92,-277284.22,0.0,-277284.22,-68.64,50
2020-05,FINCORP-SE,465856.42,191777.24,274079.18,58.83,451242.93,-177163.75,-38.03,-213263.18,0.0,-213263.18,0.0,-213263.18,-45.78,50
2020-06,FINCORP-SE,572675.35,146193.75,426481.6,74.47,479773.68,-53292.08,-9.31,-91673.97,36715.77,-128389.74,0.0,-128389.74,-22.42,41
2020-07,FINCORP-SE,518456.12,207946.73,310509.39,59.89,438024.22,-127514.83,-24.6,-162556.77,0.0,-162556.77,0.0,-162556.77,-31.35,51
2020-08,FINCORP-SE,468540.65,238167.9,230372.75,49.17,336616.91,-106244.16,-22.68,-133173.51,37691.74,-170865.25,0.0,-170865.25,-36.47,51
2020-09,FINCORP-SE,704142.01,195706.97,508435.04,72.21,391633.49,116801.55,16.59,85470.87,69866.2,15604.67,2964.89,12639.78,1.8,47
2020-10,FINCORP-SE,733275.39,290450.37,442825.02,60.39,380959.54,61865.48,8.44,31388.72,38283.25,-6894.53,0.0,-6894.53,-0.94,47
2020-11,FINCORP-SE,630642.6,301239.94,329402.66,52.23,363373.65,-33970.99,-5.39,-63040.88,0.0,-63040.88,0.0,-63040.88,-10.0,48
2020-12,FINCORP-SE,536677.53,225171.24,311506.29,58.04,504719.74,-193213.45,-36.0,-233591.03,0.0,-233591.03,0.0,-233591.03,-43.53,47
2021-01,FINCORP-SE,699636.65,286006.9,413629.75,59.12,356191.07,57438.68,8.21,28943.39,71450.96,-42507.57,0.0,-42507.57,-6.08,48
2021-02,FINCORP-SE,786896.18,263440.37,523455.81,66.52,423190.26,100265.55,12.74,66410.33,91500.43,-25090.1,0.0,-25090.1,-3.19,50
2021-03,FINCORP-SE,772032.6,328110.99,443921.61,57.5,429836.5,14085.11,1.82,-20301.81,0.0,-20301.81,0.0,-20301.81,-2.63,40
2021-04,FINCORP-SE,876003.19,291977.74,584025.45,66.67,338496.74,245528.71,28.03,218448.97,46541.09,171907.88,32662.5,139245.38,15.9,46
2021-05,FINCORP-SE,999652.25,495366.82,504285.43,50.45,276768.69,227516.74,22.76,205375.24,0.0,205375.24,39021.3,166353.95,16.64,39
2021-06,FINCORP-SE,982745.22,193159.13,789586.09,80.34,477164.44,312421.65,31.79,274248.49,32341.67,241906.82,45962.3,195944.53,19.94,51
2021-07,FINCORP-SE,778907.89,393650.67,385257.22,49.46,399592.41,-14335.19,-1.84,-46302.58,29598.58,-75901.16,0.0,-75901.16,-9.74,48
2021-08,FINCORP-SE,755980.31,313206.37,442773.94,58.57,474344.74,-31570.8,-4.18,-69518.38,27436.48,-96954.86,0.0,-96954.86,-12.83,57
2021-09,FINCORP-SE,990833.28,366816.0,624017.28,62.98,349933.53,274083.75,27.66,246089.07,37581.06,208508.01,39616.52,168891.49,17.05,52
2021-10,FINCORP-SE,1013905.15,321445.92,692459.23,68.3,421992.86,270466.37,26.68,236706.94,39052.73,197654.21,37554.3,160099.91,15.79,52
2021-11,FINCORP-SE,1015666.77,431885.77,583781.0,57.48,383884.69,199896.31,19.68,169185.53,36683.96,132501.57,25175.3,107326.28,10.57,42
2021-12,FINCORP-SE,904732.66,212691.46,692041.2,76.49,518903.84,173137.36,19.14,131625.05,33020.66,98604.39,18734.83,79869.56,8.83,52
2022-01,FINCORP-SE,744416.61,386886.15,357530.46,48.03,545258.61,-187728.15,-25.22,-231348.84,24546.99,-255895.83,0.0,-255895.83,-34.38,49
2022-02,FINCORP-SE,956402.61,314335.85,642066.76,67.13,521383.14,120683.62,12.62,78972.97,88464.35,-9491.38,0.0,-9491.38,-0.99,44
2022-03,FINCORP-SE,981201.84,176482.29,804719.55,82.01,711104.78,93614.77,9.54,36726.39,14322.69,22403.7,4256.7,18147.0,1.85,57
2022-04,FINCORP-SE,1036567.24,340030.44,696536.8,67.2,574729.5,121807.3,11.75,75828.94,15310.65,60518.29,11498.48,49019.81,4.73,54
2022-05,FINCORP-SE,1058295.11,273776.14,784518.97,74.13,664056.19,120462.78,11.38,67338.28,44460.05,22878.23,4346.86,18531.37,1.75,50
2022-06,FINCORP-SE,1128593.31,381335.31,747258.0,66.21,481418.51,265839.49,23.55,227326.01,117364.32,109961.69,20892.72,89068.97,7.89,53
2022-07,FINCORP-SE,898318.43,379767.35,518551.08,57.72,417936.14,100614.94,11.2,67180.05,41297.93,25882.12,4917.6,20964.52,2.33,43
2022-08,FINCORP-SE,899845.71,308106.49,591739.22,65.76,563531.66,28207.56,3.13,-16874.97,97071.45,-113946.42,0.0,-113946.42,-12.66,48
2022-09,FINCORP-SE,992447.4,240846.64,751600.76,75.73,540928.88,210671.88,21.23,167397.57,52572.05,114825.52,21816.85,93008.67,9.37,52
2022-10,FINCORP-SE,1163045.3,203498.33,959546.97,82.5,639913.9,319633.07,27.48,268439.96,37928.66,230511.3,43797.15,186714.15,16.05,51
2022-11,FINCORP-SE,1265857.79,421069.18,844788.61,66.74,445713.05,399075.56,31.53,363418.52,42322.34,321096.18,61008.27,260087.9,20.55,39
2022-12,FINCORP-SE,965764.76,447490.49,518274.27,53.66,456662.72,61611.55,6.38,25078.53,48259.86,-23181.33,0.0,-23181.33,-2.4,47
2023-01,FINCORP-SE,717196.05,237843.47,479352.58,66.84,586428.79,-107076.21,-14.93,-153990.51,0.0,-153990.51,0.0,-153990.51,-21.47,40
2023-02,FINCORP-SE,853792.84,309203.02,544589.82,63.78,451507.7,93082.12,10.9,56961.5,0.0,56961.5,10822.69,46138.82,5.4,51
2023-03,FINCORP-SE,857011.6,394085.02,462926.58,54.02,393069.04,69857.54,8.15,38412.02,104841.77,-66429.75,0.0,-66429.75,-7.75,43
2023-04,FINCORP-SE,926374.82,285404.92,640969.9,69.19,481106.49,159863.41,17.26,121374.89,27428.44,93946.45,17849.83,76096.63,8.21,54
2023-05,FINCORP-SE,1050916.31,149779.33,901136.98,85.75,651931.48,249205.5,23.71,197050.98,34281.09,162769.89,30926.28,131843.61,12.55,36
2023-06,FINCORP-SE,1013038.07,331822.85,681215.22,67.24,496008.65,185206.57,18.28,145525.88,21949.68,123576.2,23479.48,100096.72,9.88,53
2023-07,FINCORP-SE,861545.38,307670.72,553874.66,64.29,592256.59,-38381.93,-4.46,-85762.46,0.0,-85762.46,0.0,-85762.46,-9.95,39
2023-08,FINCORP-SE,844593.66,206120.43,638473.23,75.6,571621.67,66851.56,7.92,21121.83,35845.5,-14723.67,0.0,-14723.67,-1.74,45
2023-09,FINCORP-SE,969214.77,246934.92,722279.85,74.52,554407.69,167872.16,17.32,123519.54,0.0,123519.54,23468.71,100050.83,10.32,47
2023-10,FINCORP-SE,1160446.22,305916.23,854529.99,73.64,453232.23,401297.76,34.58,365039.18,61187.91,303851.27,57731.74,246119.53,21.21,49
2023-11,FINCORP-SE,1139271.63,371892.56,767379.07,67.36,480660.79,286718.28,25.17,248265.42,0.0,248265.42,47170.43,201094.99,17.65,45
2023-12,FINCORP-SE,897026.17,412307.81,484718.36,54.04,351457.88,133260.48,14.86,105143.85,48842.97,56300.88,10697.17,45603.71,5.08,56
2024-01,FINCORP-SE,784011.19,252364.24,531646.95,67.81,489554.03,42092.92,5.37,2928.6,0.0,2928.6,556.43,2372.16,0.3,42
2024-02,FINCORP-SE,771143.18,364214.06,406929.12,52.77,417877.11,-10947.99,-1.42,-44378.16,41739.91,-86118.07,0.0,-86118.07,-11.17,42
2024-03,FINCORP-SE,917189.57,229034.83,688154.74,75.03,537528.28,150626.46,16.42,107624.2,22981.85,84642.35,16082.05,68560.3,7.48,58
2024-04,FINCORP-SE,1013292.82,278633.46,734659.36,72.5,457029.22,277630.14,27.4,241067.8,33671.79,207396.01,39405.24,167990.77,16.58,42
2024-05,FINCORP-SE,997053.28,210980.74,786072.54,78.84,467099.12,318973.42,31.99,281605.49,59857.59,221747.9,42132.1,179615.8,18.01,46
2024-06,FINCORP-SE,1116926.84,363044.56,753882.28,67.5,367664.55,386217.73,34.58,356804.57,0.0,356804.57,67792.87,289011.7,25.88,48
2024-07,FINCORP-SE,828877.61,402279.27,426598.34,51.47,414759.44,11838.9,1.43,-21341.86,0.0,-21341.86,0.0,-21341.86,-2.57,44
2024-08,FINCORP-SE,828132.98,400110.97,428022.01,51.69,334542.93,93479.08,11.29,66715.65,0.0,66715.65,12675.97,54039.67,6.53,42
2024-09,FINCORP-SE,1005029.5,411133.35,593896.15,59.09,338607.29,255288.86,25.4,228200.28,30327.49,197872.79,37595.83,160276.96,15.95,54
2024-10,FINCORP-SE,1000852.01,278443.94,722408.07,72.18,497228.37,225179.7,22.5,185401.43,0.0,185401.43,35226.27,150175.16,15.0,47
2024-11,FINCORP-SE,977039.73,270956.04,706083.69,72.27,396422.4,309661.29,31.69,277947.5,40916.91,237030.59,45035.81,191994.78,19.65,48
2024-12,FINCORP-SE,886572.87,243045.43,643527.44,72.59,474317.7,169209.74,19.09,131264.32,62958.73,68305.59,12978.06,55327.53,6.24,47
